px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS	sensor_type
10.2221	-4.47252	-2.38428	-2.37043	0.210294	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.41616	R
10.3348	-4.31916	-2.48692	-2.33012	0.237264	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	1.56766	L
10.4575	-4.22295	-2.5616	-2.34446	0.197567	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.75574	R
10.5607	-4.07354	-2.6322	-2.30946	0.219762	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	1.0152	L
10.6595	-3.95802	-2.64464	-2.29331	0.224203	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.129423	R
10.7601	-3.82036	-2.69049	-2.26859	0.235654	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.308064	L
10.8067	-3.68206	-2.59123	-2.19456	0.32135	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.5342	R
10.8863	-3.53739	-2.62991	-2.16229	0.33461	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.404192	L
10.9904	-3.43549	-2.69815	-2.18503	0.27584	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.19857	R
11.0694	-3.27807	-2.77177	-2.1511	0.294103	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.938962	L
11.1123	-3.12559	-2.71374	-2.0811	0.369917	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.21033	R
11.1809	-2.95875	-2.76762	-2.04461	0.3845	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.602716	L
11.2311	-2.80807	-2.75974	-2.00014	0.415751	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.786545	R
11.289	-2.63667	-2.81101	-1.96344	0.428149	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.496874	L
11.2308	-2.43969	-2.71293	-1.79275	0.641096	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	30.7054	R
11.2447	-2.28507	-2.71521	-1.74699	0.650296	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.433826	L
11.3401	-2.1915	-2.66054	-1.82087	0.486027	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	19.2568	R
11.3726	-2.02323	-2.70736	-1.78665	0.49223	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.285683	L
11.3797	-1.86705	-2.70626	-1.7323	0.530891	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.07348	R
11.3908	-1.70678	-2.725	-1.69478	0.538099	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.258462	L
11.3334	-1.54527	-2.73588	-1.58321	0.659456	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.4674	R
11.3216	-1.39505	-2.75669	-1.5421	0.666377	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.284732	L
11.2739	-1.2275	-2.79625	-1.45692	0.737624	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.55935	R
11.2361	-1.10048	-2.74232	-1.40876	0.745107	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.58706	L
11.1177	-0.923106	-2.89838	-1.26326	0.90457	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	19.3518	R
11.0532	-0.770663	-2.92733	-1.20805	0.912719	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.580517	L
11.003	-0.634435	-2.87199	-1.17305	0.887089	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.935449	R
10.9262	-0.508321	-2.83898	-1.1156	0.895833	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.325438	L
10.8259	-0.361057	-2.92087	-1.03628	0.942286	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.14164	R
10.7263	-0.259673	-2.86069	-0.969927	0.957541	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.754932	L
10.5558	-0.106132	-3.12667	-0.846645	1.06666	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	13.8846	R
10.4226	-0.0286954	-3.05054	-0.766213	1.08972	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	1.25688	L
10.3335	0.0588033	-2.90531	-0.72506	1.06021	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.22639	R
10.2016	0.102869	-2.81818	-0.640474	1.08867	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.52922	L
10.0523	0.185707	-2.88484	-0.56328	1.11262	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.29408	R
9.90638	0.202923	-2.80363	-0.469194	1.14767	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.85385	L
9.75215	0.25679	-2.8392	-0.392737	1.1641	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.881522	R
9.59659	0.23826	-2.76254	-0.285837	1.20913	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.58214	L
9.439	0.265992	-2.78703	-0.209573	1.22007	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.561021	R
9.28125	0.256399	-2.76385	-0.118324	1.24491	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.709008	L
9.12952	0.261846	-2.74925	-0.044744	1.24969	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.124694	R
8.97361	0.26263	-2.75607	0.025762	1.25103	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0365071	L
8.87297	0.225699	-2.47649	0.112975	1.26856	8.90199	0.247143	8.85	0.25	-1.81847	0	6.13405	R
8.74238	0.220389	-2.47471	0.171985	1.25786	8.76016	0.263752	8.75	0.25	-1.81846	0	0.128781	L
8.54019	0.232865	-2.84169	0.201481	1.21443	8.46355	0.258809	8.55	0.25	-3.6326	0	11.3765	R
8.38318	0.210407	-2.8495	0.258634	1.20419	8.35367	0.252596	8.35	0.25	-3.6326	0	0.150793	L
8.22837	0.171821	-2.84647	0.321165	1.20021	8.05161	0.241868	8.2	0.25	-2.72841	0	0.470479	R
8.07853	0.150874	-2.84182	0.362998	1.17575	8.05411	0.247878	8.05	0.25	-2.72842	0	0.591896	L
7.93028	0.102711	-2.83738	0.419436	1.16744	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.462171	R
7.78368	0.062673	-2.83202	0.463133	1.14669	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.47945	L
7.63794	0.01139	-2.88584	0.502495	1.11976	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.02748	R
7.49525	-0.0397872	-2.87306	0.542843	1.09864	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.521247	L
7.32751	-0.073664	-3.0329	0.541517	1.03056	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	5.15959	R
7.19668	-0.108729	-2.99373	0.562005	0.999982	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	1.16986	L
7.10017	-0.197746	-2.82726	0.640076	1.03475	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.8181	R
6.97652	-0.257058	-2.78971	0.673345	1.01153	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.734942	L
6.86885	-0.346901	-2.73791	0.730885	1.01748	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.52017	R
6.76211	-0.424092	-2.70212	0.771864	1.0029	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.368586	L
6.67115	-0.523893	-2.65772	0.831323	1.01103	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.371436	R
6.57228	-0.618135	-2.63938	0.876574	1.00101	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.195363	L
6.52726	-0.766546	-2.53868	0.993864	1.08689	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	5.85965	R
6.45302	-0.898952	-2.56205	1.0596	1.09252	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.103798	L
6.40142	-1.03435	-2.5783	1.13455	1.11805	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.469682	R
6.34722	-1.17729	-2.62514	1.19987	1.1264	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.407799	L
6.30222	-1.3022	-2.63163	1.25242	1.11898	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.242306	R
6.26288	-1.42856	-2.63419	1.30765	1.11826	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.00465248	L
6.26033	-1.60454	-2.70829	1.42225	1.2018	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.68476	R
6.24259	-1.7423	-2.71591	1.48236	1.20146	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00978942	L
6.27079	-1.93931	-2.83692	1.60742	1.28628	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.31153	R
6.29401	-2.08454	-2.81018	1.68373	1.29265	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.218452	L
6.30957	-2.20206	-2.68472	1.73225	1.25524	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.58003	R
6.34364	-2.34428	-2.67842	1.80459	1.25868	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0370498	L
6.35999	-2.4667	-2.58102	1.84965	1.22266	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.78103	R
6.38921	-2.63038	-2.63872	1.90502	1.20812	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.733601	L
6.44487	-2.7938	-2.72849	1.97404	1.21405	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.779701	R
6.49169	-2.95928	-2.78178	2.02461	1.19542	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.773738	L
6.54659	-3.09424	-2.73377	2.07615	1.17544	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.778405	R
6.60329	-3.25122	-2.77604	2.12057	1.15345	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.742618	L
6.66992	-3.37502	-2.69327	2.17044	1.13277	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.43095	R
6.73113	-3.52965	-2.737	2.20499	1.10335	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.12205	L
6.80305	-3.65571	-2.69025	2.24857	1.08226	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.12784	R
6.86288	-3.81648	-2.73887	2.26769	1.0403	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.04052	L
6.92801	-3.92774	-2.62069	2.30314	1.01325	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	2.53457	R
6.98567	-4.08834	-2.6657	2.3108	0.963997	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.60451	L
7.09808	-4.23774	-2.82817	2.35151	0.95484	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.68222	R
7.16906	-4.40027	-2.86248	2.35585	0.90599	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.36541	L
7.24821	-4.51131	-2.75634	2.38495	0.882547	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.16778	R
7.3043	-4.6791	-2.78238	2.37151	0.82052	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.60481	L
7.36897	-4.77219	-2.62994	2.39297	0.797117	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	3.29796	R
7.41651	-4.91202	-2.63949	2.38099	0.745708	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.6613	L
7.52722	-5.04434	-2.86618	2.40479	0.737072	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	6.53534	R
7.5864	-5.19566	-2.87867	2.38815	0.683717	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.7509	L
7.64519	-5.28012	-2.59579	2.40628	0.659542	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	8.4652	R
7.70403	-5.42872	-2.60287	2.39019	0.607532	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.47287	L
7.80282	-5.54735	-2.70408	2.40902	0.595068	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	3.26066	R
7.87427	-5.69908	-2.71721	2.39335	0.547105	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.99191	L
7.93456	-5.78287	-2.451	2.40579	0.526217	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	7.27594	R
7.99077	-5.92186	-2.45393	2.38632	0.478728	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.97944	L
8.1005	-6.04344	-2.6126	2.40236	0.470421	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	2.8867	R
8.16498	-6.19894	-2.62799	2.37486	0.418212	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	2.32391	L
8.28341	-6.32833	-2.76718	2.38897	0.410925	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	2.02866	R
8.35383	-6.4909	-2.78392	2.35896	0.359456	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	2.1469	L
8.41594	-6.58191	-2.53863	2.36126	0.339231	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	5.91127	R
8.46472	-6.72937	-2.53626	2.3281	0.288821	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	2.09124	L
8.54412	-6.83769	-2.52415	2.33137	0.276518	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.850738	R
8.58585	-7.0008	-2.53464	2.28581	0.217736	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.74113	L
8.69708	-7.13564	-2.71874	2.29526	0.218365	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.33722	R
8.75373	-7.30886	-2.7437	2.25314	0.166096	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	2.17627	L
8.81321	-7.41707	-2.54763	2.24267	0.142819	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	4.63899	R
8.86471	-7.56218	-2.55396	2.21369	0.107332	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.974773	L
8.96883	-7.69912	-2.738	2.22282	0.114467	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.54981	R
9.02892	-7.85693	-2.7551	2.19342	0.0801797	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.893443	L
9.11622	-7.98803	-2.82457	2.19339	0.0776605	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.835488	R
9.15812	-8.14506	-2.84046	2.15527	0.0371702	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.26301	L
9.19186	-8.25061	-2.55693	2.12973	0.00221424	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.51741	R
9.23289	-8.39728	-2.56388	2.09899	-0.0274654	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.705593	L
9.30635	-8.5281	-2.61178	2.09669	-0.0268156	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.293539	R
9.34218	-8.6864	-2.62861	2.05998	-0.0605132	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.880442	L
9.40869	-8.82221	-2.6602	2.05382	-0.0622274	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.215028	R
9.43985	-8.98292	-2.67613	2.01645	-0.0946368	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.823395	L
9.50684	-9.11853	-2.76849	2.01599	-0.0869452	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.956939	R
9.53012	-9.2815	-2.79739	1.97554	-0.12142	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.972389	L
9.58525	-9.42496	-2.79825	1.96527	-0.124833	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.081116	R
9.61638	-9.5924	-2.81859	1.93279	-0.149334	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.469001	L
9.6682	-9.73053	-2.85945	1.92716	-0.145518	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.263801	R
9.69026	-9.88871	-2.8808	1.89525	-0.1691	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.455159	L
9.71652	-10.0131	-2.79625	1.87414	-0.185629	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.927088	R
9.75444	-10.1482	-2.79737	1.86253	-0.187853	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00486825	L
9.76656	-10.273	-2.61664	1.82786	-0.221422	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.11061	R
9.79066	-10.4233	-2.62935	1.80538	-0.231267	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0860588	L
9.84059	-10.5827	-2.73101	1.80451	-0.214687	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.22611	R
9.86677	-10.7361	-2.74	1.78606	-0.22102	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0364518	L
9.87868	-10.8594	-2.65454	1.76078	-0.240169	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.999274	R
9.88753	-11.0065	-2.67696	1.73497	-0.253339	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.184918	L
9.90493	-11.1372	-2.68834	1.72202	-0.252229	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.400339	R
9.8993	-11.2944	-2.72188	1.68799	-0.272665	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.435629	L
9.91783	-11.4378	-2.77066	1.67932	-0.264166	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.432375	R
9.90501	-11.5972	-2.80179	1.64449	-0.284789	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.425496	L
9.85176	-11.7023	-2.48815	1.56636	-0.370961	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	14.6443	R
9.8241	-11.8487	-2.50295	1.52776	-0.388172	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.346679	L
9.80315	-11.9808	-2.44479	1.49071	-0.409536	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.918481	R
9.75307	-12.1313	-2.47524	1.44112	-0.434926	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.721303	L
9.72279	-12.2624	-2.45293	1.40705	-0.447149	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.256791	R
9.6584	-12.4189	-2.50107	1.35331	-0.474234	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.809621	L
9.5716	-12.5131	-2.29584	1.26019	-0.563819	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	9.14195	R
9.48732	-12.648	-2.33757	1.19938	-0.591245	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.982535	L
9.37156	-12.7106	-2.1223	1.07424	-0.719125	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	16.3771	R
9.2471	-12.8286	-2.20492	0.990825	-0.762001	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	2.84317	L
9.11924	-12.9014	-2.11842	0.869611	-0.865785	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	8.73731	R
8.99473	-12.9975	-2.17079	0.792111	-0.892222	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.37344	L
8.88232	-13.0711	-2.1668	0.710354	-0.933429	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.35153	R
8.73203	-13.161	-2.25174	0.626757	-0.960971	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	1.88511	L
8.52117	-13.1849	-2.31036	0.418258	-1.17109	8.27267	-12.996	8.4	-13.15	-2.99683	0	27.1395	R
8.38149	-13.2227	-2.34534	0.339243	-1.18853	8.25965	-13.1488	8.25	-13.15	-2.9968	0	1.09963	L
8.26214	-13.2549	-2.32189	0.279296	-1.17771	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.10156	R
8.09682	-13.2892	-2.39036	0.197806	-1.18997	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	1.16837	L
7.93894	-13.3072	-2.46559	0.105442	-1.22688	7.86599	-13.4154	7.8	-13.25	-2.7295	0	1.25524	R
7.7638	-13.3135	-2.53138	0.0234794	-1.23694	7.62489	-13.249	7.65	-13.25	-2.7295	0	1.30136	L
7.63168	-13.311	-2.54238	-0.0414576	-1.23997	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.119172	R
7.46878	-13.3	-2.6062	-0.111226	-1.24363	7.3419	-13.2474	7.35	-13.25	-2.99994	0	1.04821	L
7.29256	-13.2606	-2.72706	-0.210165	-1.28593	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.20795	R
7.12656	-13.2174	-2.76233	-0.286674	-1.28925	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.497625	L
6.99085	-13.1726	-2.70451	-0.35012	-1.27462	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.08026	R
6.80035	-13.1363	-2.80309	-0.402713	-1.25408	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.38513	L
6.66597	-13.0814	-2.82529	-0.462798	-1.25262	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.208944	R
6.49328	-13.03	-2.90867	-0.506689	-1.23173	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.18522	L
6.42969	-13.0206	-2.45967	-0.52065	-1.1448	6.27012	-13.1139	6.25	-13.05	-1.81729	0	22.5693	R
6.26533	-12.9783	-2.5331	-0.552808	-1.11407	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.20885	L
6.12376	-12.8874	-2.6633	-0.620329	-1.12788	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.62133	R
5.96742	-12.8151	-2.71875	-0.659582	-1.10526	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.709348	L
5.86921	-12.7474	-2.64037	-0.703594	-1.08959	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.90206	R
5.70908	-12.6882	-2.71397	-0.718181	-1.05077	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	1.7813	L
5.62953	-12.6339	-2.51692	-0.751471	-1.02094	5.45236	-12.7392	5.45	-12.7	-2.00001	1	4.64911	R
5.48738	-12.5732	-2.56981	-0.765374	-0.985343	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.37553	L
5.38606	-12.4792	-2.61541	-0.812548	-0.985321	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.30486	R
5.25457	-12.3999	-2.65811	-0.832337	-0.956774	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.919538	L
5.1602	-12.306	-2.62504	-0.876509	-0.948401	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.828262	R
5.03507	-12.2087	-2.6542	-0.902962	-0.923771	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.58965	L
4.92101	-12.0646	-2.92462	-0.954204	-0.938075	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	7.21904	R
4.8152	-11.9507	-2.94465	-0.98505	-0.922381	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.260206	L
4.75104	-11.85	-2.78782	-1.02697	-0.913621	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.82757	R
4.66948	-11.7355	-2.79365	-1.06327	-0.904567	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0710679	L
4.58565	-11.5922	-2.93649	-1.10578	-0.904241	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.07042	R
4.53447	-11.4573	-2.92908	-1.1588	-0.911911	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0610804	L
4.46803	-11.3058	-3.01807	-1.20278	-0.910494	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.818068	R
4.42971	-11.1584	-3.01623	-1.25792	-0.919887	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0737134	L
4.43264	-11.0456	-2.69409	-1.33312	-0.947112	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.92359	R
4.40885	-10.9084	-2.6795	-1.3876	-0.949896	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.148091	L
4.3818	-10.7671	-2.72924	-1.43188	-0.945606	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.264243	R
4.38788	-10.633	-2.71897	-1.49283	-0.959287	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.303403	L
4.42451	-10.5308	-2.48804	-1.57661	-1.0031	4.44716	-10.5583	4.45	-10.55	0	2.00041	6.21388	R
4.43271	-10.4119	-2.4795	-1.62858	-1.00514	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.0661104	L
4.44108	-10.2827	-2.502	-1.67702	-1.00226	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0980768	R
4.4818	-10.1504	-2.5158	-1.74489	-1.01921	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.323339	L
4.48818	-9.99816	-2.62657	-1.7747	-0.984969	4.56608	-10.005	4.55	-10	0	2.72717	2.09987	R
4.53136	-9.85323	-2.6367	-1.83611	-0.991783	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0557749	L
4.58335	-9.71545	-2.61981	-1.90127	-1.00448	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.173662	R
4.66317	-9.56732	-2.65626	-1.97647	-1.02308	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.459953	L
4.67896	-9.41744	-2.78276	-1.97423	-0.952739	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.70157	R
4.76507	-9.27671	-2.82618	-2.03961	-0.96893	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.461285	L
4.88383	-9.17292	-2.75079	-2.14892	-1.04681	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.14991	R
4.97782	-9.05171	-2.77858	-2.21004	-1.05463	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.149215	L
4.9961	-8.92067	-2.82769	-2.1774	-0.939407	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.18477	R
5.09733	-8.78957	-2.87424	-2.23135	-0.945031	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.318635	L
5.22361	-8.68118	-2.86108	-2.31271	-0.982953	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.15314	R
5.34026	-8.56676	-2.87253	-2.37021	-0.985924	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.032912	L
5.37144	-8.43934	-2.85762	-2.33201	-0.86478	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.47371	R
5.49158	-8.31807	-2.91372	-2.37837	-0.866475	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.39338	L
5.60106	-8.21156	-2.92834	-2.42079	-0.866257	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.335081	R
5.72378	-8.10285	-2.96448	-2.46376	-0.865235	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.180526	L
5.77786	-7.98622	-2.90776	-2.4352	-0.760751	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.73521	R
5.88206	-7.89371	-2.89642	-2.46993	-0.758072	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0647836	L
5.96572	-7.78818	-2.86964	-2.47103	-0.704347	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.2758	R
6.07419	-7.69222	-2.87288	-2.5008	-0.699444	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.166457	L
