px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS	sensor_type
50.6033	19.0317	3.27773	0.816203	0.291937	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	0.395422	R
53.7108	19.9118	2.81868	0.0513701	-0.379423	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	2.08521	L
53.6771	19.9051	2.93141	0.07725	-0.345138	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	0.360653	R
56.033	21.0753	2.71444	0.579386	0.187212	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	1.14362	L
56.0022	21.0603	2.83275	0.55109	0.159648	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.345351	R
58.6504	21.7903	3.07346	0.0697991	-0.243792	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.702744	L
58.6501	21.7916	3.07975	0.0712813	-0.2424	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.0117525	R
60.8779	22.7757	2.62686	0.472658	0.161417	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.740774	L
60.8539	22.7635	2.78493	0.450834	0.141368	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.255457	R
63.3737	23.4144	2.97401	0.114162	-0.158549	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.369382	L
63.457	23.443	2.78689	0.0762511	-0.198393	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	2.01724	R
66.3277	23.986	3.4213	0.294584	0.0641166	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	0.599341	L
66.2314	23.9569	2.57639	0.301845	0.0586681	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	2.35807	R
68.2628	24.3626	2.47701	0.189721	-0.046647	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.051431	L
68.3513	24.3949	2.65739	0.197057	-0.0391655	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	1.98623	R
70.822	24.8814	2.97963	0.231675	0.00642394	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.0917527	L
70.7874	24.8679	2.47289	0.222131	-0.0120188	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.440976	R
72.8919	24.7225	2.4353	-0.181847	-0.250884	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	0.216956	L
72.9429	24.7415	2.53276	-0.169987	-0.238641	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.672815	R
75.0009	25.2441	2.12106	0.339921	0.212796	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	0.875969	L
74.9913	25.2395	2.14331	0.336857	0.21038	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.0344931	R
77.1111	24.9535	2.27342	-0.474821	-0.405793	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	1.39333	L
77.1355	24.9639	2.33616	-0.46581	-0.394197	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.173508	R
79.0995	25.0131	1.63091	0.0454876	0.168086	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	1.74506	L
79.1203	25.0097	1.84155	0.0711639	0.19465	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.134346	R
80.8046	24.877	2.01314	-0.0417783	0.0087381	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.139214	L
80.8565	24.8883	1.78644	-0.0768962	-0.0389292	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	1.07682	R
82.613	24.6379	2.24338	-0.0892791	-0.0216972	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.12177	L
82.5872	24.6277	1.87745	-0.152776	-0.108425	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.333053	R
84.1687	24.5432	1.97672	0.0421185	0.0687563	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.146538	L
84.1703	24.5451	1.76987	0.0257004	0.0441771	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.138696	R
85.6395	23.8255	1.77474	-0.5863	-0.334446	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.551089	L
85.7002	23.847	1.9671	-0.5258	-0.269834	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.863222	R
86.9444	23.5115	1.23207	-0.266536	0.032002	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	0.596919	L
87.0671	23.5447	1.34835	-0.21119	0.0657766	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	3.77595	R
88.805	22.7975	2.48706	-0.471362	-0.123998	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	0.770611	L
88.7285	22.766	2.21139	-0.642968	-0.299229	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	1.22405	R
89.5112	22.289	0.694711	-0.609586	-0.126636	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	1.13751	L
89.5887	22.2933	1.09604	-0.512626	-0.0224181	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	1.24974	R
90.5062	21.668	1.43991	-0.502969	-0.0024987	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.0638593	L
90.5813	21.685	1.50353	-0.458718	0.0110392	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	1.66317	R
91.7128	21.1122	1.62618	-0.308498	0.0878286	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.0457538	L
91.77	21.1301	1.37868	-0.394932	-0.0235659	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	2.0363	R
92.8526	20.9419	1.38067	-0.0102809	0.207468	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.24375	L
92.923	20.9663	1.15015	0.0127426	0.201125	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	2.43816	R
93.4799	20.257	0.538025	-0.819987	-0.368938	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	1.62533	L
93.5608	20.2946	1.16446	-0.606599	-0.171287	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	1.76243	R
95.2778	19.6454	2.65172	0.10319	0.314988	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	2.35169	L
95.0956	19.639	1.68169	-0.0122732	0.226281	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	7.05092	R
95.5185	19.7003	0.805174	0.259611	0.24844	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	0.529301	L
95.5321	19.7024	0.866995	0.263784	0.250769	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.042407	R
96.2475	19.2216	0.773887	-0.843795	-0.47395	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	2.30606	L
96.2977	19.2497	1.07318	-0.672731	-0.331193	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.762745	R
97.4916	18.71	1.9215	-0.163554	0.122582	97.5286	18.727	97.45	18.506	0.868716	-0.503009	1.3964	L
97.4361	18.7129	1.47483	-0.257088	-0.00169234	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	1.00123	R
98.2159	18.372	1.14373	-0.195053	0.0295821	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.0587614	L
98.2383	18.3775	0.99661	-0.223991	-0.000393512	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.303423	R
99.0433	17.3958	1.28194	-1.26666	-0.552808	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	1.27926	L
99.0475	17.4618	1.28821	-0.641915	-0.0122884	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	1.59216	R
99.9858	16.9725	1.17507	-0.373592	0.152601	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.232448	L
100.058	16.9856	1.09306	-0.338387	0.148567	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.88736	R
101.193	16.5369	1.65934	-0.186112	0.151163	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.164126	L
101.159	16.5304	1.35069	-0.303702	0.0360089	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.422367	R
102.377	16.3892	1.64311	0.113485	0.242282	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.235763	L
102.292	16.3796	1.21535	0.0777458	0.219926	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.51569	R
103.008	15.4083	0.778382	-1.24415	-0.612982	103.003	15.353	103.119	15.4967	1.11708	-0.508169	2.90641	L
102.96	15.4774	1.27284	-0.63418	-0.0209359	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	3.62607	R
104.091	15.2454	1.36312	0.0469756	0.376751	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	0.955719	L
104.042	15.2384	1.29971	0.00539523	0.352923	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.596731	R
105.531	14.4818	1.8721	-0.857066	-0.334772	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	1.88361	L
105.48	14.4848	1.91572	-0.772863	-0.246585	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.767442	R
106.817	14.0285	1.31652	-0.33742	0.158839	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	1.12802	L
106.768	14.0074	1.54101	-0.326134	0.199042	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.38193	R
108.079	13.6583	1.71248	-0.0504258	0.24482	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0288606	L
108.087	13.6598	1.67042	-0.0536002	0.239859	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0347232	R
109.532	13.5743	1.81575	0.0710285	0.174232	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0273993	L
109.49	13.5685	1.6234	0.0544838	0.162758	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.381411	R
111.057	12.6165	1.84155	-1.00637	-0.534554	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	1.85838	L
111.143	12.6689	2.42018	-0.681191	-0.165643	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.37403	R
112.904	12.4658	1.39866	-0.108101	0.2811	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	1.54945	L
112.91	12.4487	1.7685	-0.0698962	0.317124	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.479708	R
114.79	12.5474	2.32541	0.28857	0.34066	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.214757	L
114.802	12.5522	2.07051	0.28867	0.353174	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.213995	R
116.678	12.1245	2.00983	-0.375481	-0.234392	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	1.35134	L
116.719	12.1365	2.35513	-0.304444	-0.158276	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.451272	R
118.941	11.9908	2.63251	0.0891189	0.177159	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.556175	L
118.923	11.9941	2.34103	0.0991773	0.184872	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.161065	R
120.698	12.2928	2.19962	0.262647	0.171993	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.0165461	L
120.743	12.2968	2.31297	0.261267	0.169223	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.457964	R
123.545	12.8326	3.41607	0.0516396	-0.0631155	123.568	12.8297	122.95	12.5114	2.29835	0.246599	1.08964	L
123.453	12.818	2.69453	0.0162987	-0.096392	123.142	12.7694	122.95	12.5114	2.29835	0.246599	2.0035	R
124.906	12.7741	2.00614	-0.0728271	-0.0918182	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0.40322	L
125.009	12.7865	2.66103	-0.0611899	-0.0709634	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.43301	R
127.84	13.3159	3.26807	0.447866	0.283772	127.853	13.3273	127.609	13.2365	2.44434	0.495787	0.806644	L
127.768	13.3127	2.94809	0.47246	0.322726	127.506	13.153	127.609	13.2365	2.44434	0.495787	1.15781	R
129.947	13.709	2.40053	0.184119	-0.0510594	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.666074	L
130.025	13.7176	2.53167	0.166545	-0.0630172	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.37953	R
132.093	14.4996	2.58314	0.434952	0.140753	132.092	14.507	132.53	14.458	2.55028	0.74543	0.153122	L
132.162	14.5048	2.84312	0.413893	0.113843	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.04136	R
135.057	15.0522	3.42089	-0.00693903	-0.216826	135.074	15.0475	135.066	15.2513	2.58865	0.863795	0.765583	L
135.052	15.0435	2.91648	-0.0436174	-0.262055	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.372639	R
137.558	16.1949	2.8637	0.707386	0.363596	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.45145	L
137.588	16.1888	3.34621	0.619404	0.250021	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.394459	R
140.325	17.0195	2.89451	0.20695	-0.171525	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.835199	L
140.336	17.0233	2.99682	0.201638	-0.176809	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0453966	R
142.888	17.984	3.12563	0.412668	0.0669328	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.223406	L
142.841	17.9781	3.09787	0.412447	0.0657692	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.51724	R
145.387	19.1616	3.31245	0.403198	0.0180751	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.0468684	L
145.466	19.1726	3.22731	0.403249	0.0331615	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.67055	R
148.244	20.4738	3.61708	0.399906	0.00936744	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.120642	L
148.229	20.4737	3.16965	0.440756	0.0714971	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.256717	R
150.682	22.1109	3.46573	0.619746	0.137555	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.0686805	L
150.669	22.1081	3.50355	0.613435	0.125309	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.0590723	R
153.416	23.4943	3.48396	0.381846	-0.097395	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.24292	L
153.401	23.4888	3.15168	0.423682	-0.0451203	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.184121	R
156.042	24.8064	3.43805	0.417878	-0.0204097	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.0615844	L
156.036	24.8075	3.01103	0.45201	0.0326668	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.209831	R
158.892	26.0296	3.66066	0.30556	-0.0810331	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.388166	L
158.912	26.0325	3.32714	0.318418	-0.0553247	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.365546	R
161.414	27.421	3.34357	0.551574	0.123315	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.120035	L
161.447	27.4292	3.15658	0.571097	0.155857	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.357242	R
163.624	28.772	2.99437	0.524327	0.0294579	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.0701365	L
163.736	28.7916	3.11756	0.502752	0.0157259	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.99457	R
166.81	30.2032	3.99767	0.308707	-0.117134	166.828	30.2062	166.809	30.0721	2.63006	1.22694	0.688775	L
166.766	30.1923	3.22761	0.359498	-0.0489818	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.943393	R
169.1	31.3696	3.12075	0.467742	0.0490152	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.0507304	L
169.123	31.3737	3.06839	0.469907	0.0550826	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.153347	R
172.159	32.3418	3.70187	0.13747	-0.189095	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0.615298	L
172.157	32.3357	3.14067	0.121597	-0.209136	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.42125	R
174.645	33.4502	3.08359	0.565714	0.196084	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.609392	L
174.628	33.4486	2.97842	0.575994	0.209758	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.0715732	R
177.024	34.2104	2.75237	0.223616	-0.145657	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.527972	L
177.044	34.2124	2.67876	0.216842	-0.14974	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.138115	R
180.131	35.134	3.59757	0.359012	0.0319027	180.145	35.1423	179.799	35.1289	2.47883	0.732949	0.789763	L
180.022	35.1183	2.84201	0.412968	0.09646	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.77264	R
182.591	35.7584	3.0742	0.113216	-0.149372	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.29301	L
182.502	35.7388	2.66912	0.110978	-0.157905	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.82018	R
184.731	36.5045	2.72536	0.450232	0.149245	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.353649	L
184.733	36.5076	2.46916	0.47875	0.18168	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.0822713	R
186.936	36.9507	2.56516	0.0547755	-0.193592	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.580699	L
187.003	36.963	2.59716	0.0326065	-0.209732	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.10027	R
189.459	37.3954	2.90896	0.270896	0.0656604	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.361041	L
189.487	37.4041	2.46472	0.317346	0.104795	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.567648	R
191.729	37.5733	2.59018	-0.0745194	-0.200719	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.365859	L
191.701	37.5648	2.36279	-0.0925747	-0.224345	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.209072	R
193.474	37.2761	2.15759	-0.201097	-0.154049	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.0428803	L
193.497	37.281	2.26365	-0.190526	-0.139384	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.114511	R
195.972	37.3887	2.98202	0.24846	0.210813	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	0.965782	L
195.866	37.383	2.19449	0.250817	0.228959	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.55557	R
197.721	37.7348	2.30041	0.183946	0.052706	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.120004	L
197.675	37.7255	2.05077	0.174221	0.0462114	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.468129	R
199.294	37.3032	1.8469	-0.422426	-0.336419	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.591479	L
199.31	37.3096	1.99594	-0.397587	-0.304716	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.069624	R
201.525	36.9867	2.6813	0.00404718	0.124954	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	1.29931	L
201.403	36.98	1.99656	-0.0933749	0.0299805	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	3.05168	R
202.964	36.4635	1.97538	-0.335606	-0.129565	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.0969556	L
202.925	36.4533	1.69263	-0.381498	-0.184833	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.362007	R
203.993	36.186	1.23382	-0.203197	0.0244082	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.252145	L
203.981	36.1752	1.54012	-0.158844	0.0775912	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	0.56579	R
